County,State,Area name,Cty-St
179,17,Tazewell County,Tazewell County-IL
181,17,Union County,Union County-IL
183,17,Vermilion County,Vermilion County-IL
185,17,Wabash County,Wabash County-IL
187,17,Warren County,Warren County-IL
189,17,Washington County,Washington County-IL
191,17,Wayne County,Wayne County-IL
193,17,White County,White County-IL
195,17,Whiteside County,Whiteside County-IL
197,17,Will County,Will County-IL
199,17,Williamson County,Williamson County-IL
201,17,Winnebago County,Winnebago County-IL
203,17,Woodford County,Woodford County-IL
000,18,Indiana,Indiana-IN
001,18,Adams County,Adams County-IN
003,18,Allen County,Allen County-IN
005,18,Bartholomew County,Bartholomew County-IN
007,18,Benton County,Benton County-IN
009,18,Blackford County,Blackford County-IN
011,18,Boone County,Boone County-IN
013,18,Brown County,Brown County-IN
015,18,Carroll County,Carroll County-IN
017,18,Cass County,Cass County-IN
019,18,Clark County,Clark County-IN
021,18,Clay County,Clay County-IN
023,18,Clinton County,Clinton County-IN
025,18,Crawford County,Crawford County-IN
027,18,Daviess County,Daviess County-IN
029,18,Dearborn County,Dearborn County-IN
031,18,Decatur County,Decatur County-IN
033,18,DeKalb County,DeKalb County-IN
035,18,Delaware County,Delaware County-IN
037,18,Dubois County,Dubois County-IN
039,18,Elkhart County,Elkhart County-IN
041,18,Fayette County,Fayette County-IN
043,18,Floyd County,Floyd County-IN
045,18,Fountain County,Fountain County-IN
047,18,Franklin County,Franklin County-IN
049,18,Fulton County,Fulton County-IN
051,18,Gibson County,Gibson County-IN
053,18,Grant County,Grant County-IN
055,18,Greene County,Greene County-IN
057,18,Hamilton County,Hamilton County-IN
059,18,Hancock County,Hancock County-IN
061,18,Harrison County,Harrison County-IN
063,18,Hendricks County,Hendricks County-IN
065,18,Henry County,Henry County-IN
067,18,Howard County,Howard County-IN
069,18,Huntington County,Huntington County-IN
071,18,Jackson County,Jackson County-IN
073,18,Jasper County,Jasper County-IN
075,18,Jay County,Jay County-IN
077,18,Jefferson County,Jefferson County-IN
079,18,Jennings County,Jennings County-IN
081,18,Johnson County,Johnson County-IN
083,18,Knox County,Knox County-IN
085,18,Kosciusko County,Kosciusko County-IN
087,18,LaGrange County,LaGrange County-IN
089,18,Lake County,Lake County-IN
091,18,LaPorte County,LaPorte County-IN
093,18,Lawrence County,Lawrence County-IN
095,18,Madison County,Madison County-IN
097,18,Marion County,Marion County-IN
099,18,Marshall County,Marshall County-IN
101,18,Martin County,Martin County-IN
103,18,Miami County,Miami County-IN
105,18,Monroe County,Monroe County-IN
107,18,Montgomery County,Montgomery County-IN
109,18,Morgan County,Morgan County-IN
111,18,Newton County,Newton County-IN
113,18,Noble County,Noble County-IN
115,18,Ohio County,Ohio County-IN
117,18,Orange County,Orange County-IN
119,18,Owen County,Owen County-IN
121,18,Parke County,Parke County-IN
123,18,Perry County,Perry County-IN
125,18,Pike County,Pike County-IN
127,18,Porter County,Porter County-IN
129,18,Posey County,Posey County-IN
131,18,Pulaski County,Pulaski County-IN
133,18,Putnam County,Putnam County-IN
135,18,Randolph County,Randolph County-IN
137,18,Ripley County,Ripley County-IN
139,18,Rush County,Rush County-IN
141,18,St. Joseph County,St. Joseph County-IN
143,18,Scott County,Scott County-IN
145,18,Shelby County,Shelby County-IN
147,18,Spencer County,Spencer County-IN
149,18,Starke County,Starke County-IN
151,18,Steuben County,Steuben County-IN
153,18,Sullivan County,Sullivan County-IN
155,18,Switzerland County,Switzerland County-IN
157,18,Tippecanoe County,Tippecanoe County-IN
159,18,Tipton County,Tipton County-IN
161,18,Union County,Union County-IN
163,18,Vanderburgh County,Vanderburgh County-IN
165,18,Vermillion County,Vermillion County-IN
167,18,Vigo County,Vigo County-IN
169,18,Wabash County,Wabash County-IN
171,18,Warren County,Warren County-IN
173,18,Warrick County,Warrick County-IN
175,18,Washington County,Washington County-IN
177,18,Wayne County,Wayne County-IN
179,18,Wells County,Wells County-IN
181,18,White County,White County-IN
183,18,Whitley County,Whitley County-IN
000,19,Iowa,Iowa-IA
001,19,Adair County,Adair County-IA
003,19,Adams County,Adams County-IA
005,19,Allamakee County,Allamakee County-IA
007,19,Appanoose County,Appanoose County-IA
009,19,Audubon County,Audubon County-IA
011,19,Benton County,Benton County-IA
013,19,Black Hawk County,Black Hawk County-IA
015,19,Boone County,Boone County-IA
017,19,Bremer County,Bremer County-IA
019,19,Buchanan County,Buchanan County-IA
021,19,Buena Vista County,Buena Vista County-IA
023,19,Butler County,Butler County-IA
025,19,Calhoun County,Calhoun County-IA
027,19,Carroll County,Carroll County-IA
029,19,Cass County,Cass County-IA
031,19,Cedar County,Cedar County-IA
033,19,Cerro Gordo County,Cerro Gordo County-IA
035,19,Cherokee County,Cherokee County-IA
037,19,Chickasaw County,Chickasaw County-IA
039,19,Clarke County,Clarke County-IA
041,19,Clay County,Clay County-IA
043,19,Clayton County,Clayton County-IA
045,19,Clinton County,Clinton County-IA
047,19,Crawford County,Crawford County-IA
049,19,Dallas County,Dallas County-IA
051,19,Davis County,Davis County-IA
053,19,Decatur County,Decatur County-IA
055,19,Delaware County,Delaware County-IA
057,19,Des Moines County,Des Moines County-IA
059,19,Dickinson County,Dickinson County-IA
061,19,Dubuque County,Dubuque County-IA
063,19,Emmet County,Emmet County-IA
065,19,Fayette County,Fayette County-IA
067,19,Floyd County,Floyd County-IA
069,19,Franklin County,Franklin County-IA
071,19,Fremont County,Fremont County-IA
073,19,Greene County,Greene County-IA
075,19,Grundy County,Grundy County-IA
077,19,Guthrie County,Guthrie County-IA
079,19,Hamilton County,Hamilton County-IA
081,19,Hancock County,Hancock County-IA
083,19,Hardin County,Hardin County-IA
085,19,Harrison County,Harrison County-IA
087,19,Henry County,Henry County-IA
089,19,Howard County,Howard County-IA
091,19,Humboldt County,Humboldt County-IA
093,19,Ida County,Ida County-IA
095,19,Iowa County,Iowa County-IA
097,19,Jackson County,Jackson County-IA
099,19,Jasper County,Jasper County-IA
101,19,Jefferson County,Jefferson County-IA
103,19,Johnson County,Johnson County-IA
105,19,Jones County,Jones County-IA
107,19,Keokuk County,Keokuk County-IA
109,19,Kossuth County,Kossuth County-IA
111,19,Lee County,Lee County-IA
113,19,Linn County,Linn County-IA
115,19,Louisa County,Louisa County-IA
117,19,Lucas County,Lucas County-IA
119,19,Lyon County,Lyon County-IA
121,19,Madison County,Madison County-IA
123,19,Mahaska County,Mahaska County-IA
125,19,Marion County,Marion County-IA
127,19,Marshall County,Marshall County-IA
129,19,Mills County,Mills County-IA
131,19,Mitchell County,Mitchell County-IA
133,19,Monona County,Monona County-IA
135,19,Monroe County,Monroe County-IA
137,19,Montgomery County,Montgomery County-IA
139,19,Muscatine County,Muscatine County-IA
141,19,O'Brien County,O'Brien County-IA
143,19,Osceola County,Osceola County-IA
145,19,Page County,Page County-IA
147,19,Palo Alto County,Palo Alto County-IA
149,19,Plymouth County,Plymouth County-IA
151,19,Pocahontas County,Pocahontas County-IA
153,19,Polk County,Polk County-IA
155,19,Pottawattamie County,Pottawattamie County-IA
157,19,Poweshiek County,Poweshiek County-IA
159,19,Ringgold County,Ringgold County-IA
161,19,Sac County,Sac County-IA
163,19,Scott County,Scott County-IA
165,19,Shelby County,Shelby County-IA
167,19,Sioux County,Sioux County-IA
169,19,Story County,Story County-IA
171,19,Tama County,Tama County-IA
173,19,Taylor County,Taylor County-IA
175,19,Union County,Union County-IA
177,19,Van Buren County,Van Buren County-IA
179,19,Wapello County,Wapello County-IA
181,19,Warren County,Warren County-IA
183,19,Washington County,Washington County-IA
185,19,Wayne County,Wayne County-IA
187,19,Webster County,Webster County-IA
189,19,Winnebago County,Winnebago County-IA
191,19,Winneshiek County,Winneshiek County-IA
193,19,Woodbury County,Woodbury County-IA
195,19,Worth County,Worth County-IA
197,19,Wright County,Wright County-IA
000,20,Kansas,Kansas-KS
001,20,Allen County,Allen County-KS
003,20,Anderson County,Anderson County-KS
005,20,Atchison County,Atchison County-KS
007,20,Barber County,Barber County-KS
009,20,Barton County,Barton County-KS
011,20,Bourbon County,Bourbon County-KS
013,20,Brown County,Brown County-KS
015,20,Butler County,Butler County-KS
017,20,Chase County,Chase County-KS
019,20,Chautauqua County,Chautauqua County-KS
021,20,Cherokee County,Cherokee County-KS
023,20,Cheyenne County,Cheyenne County-KS
025,20,Clark County,Clark County-KS
027,20,Clay County,Clay County-KS
029,20,Cloud County,Cloud County-KS
031,20,Coffey County,Coffey County-KS
033,20,Comanche County,Comanche County-KS
035,20,Cowley County,Cowley County-KS
037,20,Crawford County,Crawford County-KS
039,20,Decatur County,Decatur County-KS
041,20,Dickinson County,Dickinson County-KS
043,20,Doniphan County,Doniphan County-KS
045,20,Douglas County,Douglas County-KS
047,20,Edwards County,Edwards County-KS
049,20,Elk County,Elk County-KS
051,20,Ellis County,Ellis County-KS
053,20,Ellsworth County,Ellsworth County-KS
055,20,Finney County,Finney County-KS
057,20,Ford County,Ford County-KS
059,20,Franklin County,Franklin County-KS
061,20,Geary County,Geary County-KS
063,20,Gove County,Gove County-KS
065,20,Graham County,Graham County-KS
067,20,Grant County,Grant County-KS
069,20,Gray County,Gray County-KS
071,20,Greeley County,Greeley County-KS
073,20,Greenwood County,Greenwood County-KS
075,20,Hamilton County,Hamilton County-KS
077,20,Harper County,Harper County-KS
079,20,Harvey County,Harvey County-KS
081,20,Haskell County,Haskell County-KS
083,20,Hodgeman County,Hodgeman County-KS
085,20,Jackson County,Jackson County-KS
087,20,Jefferson County,Jefferson County-KS
089,20,Jewell County,Jewell County-KS
091,20,Johnson County,Johnson County-KS
093,20,Kearny County,Kearny County-KS
095,20,Kingman County,Kingman County-KS
097,20,Kiowa County,Kiowa County-KS
099,20,Labette County,Labette County-KS
101,20,Lane County,Lane County-KS
103,20,Leavenworth County,Leavenworth County-KS
105,20,Lincoln County,Lincoln County-KS
107,20,Linn County,Linn County-KS
109,20,Logan County,Logan County-KS
111,20,Lyon County,Lyon County-KS
113,20,McPherson County,McPherson County-KS
115,20,Marion County,Marion County-KS
117,20,Marshall County,Marshall County-KS
119,20,Meade County,Meade County-KS
121,20,Miami County,Miami County-KS
123,20,Mitchell County,Mitchell County-KS
125,20,Montgomery County,Montgomery County-KS
127,20,Morris County,Morris County-KS
129,20,Morton County,Morton County-KS
131,20,Nemaha County,Nemaha County-KS
133,20,Neosho County,Neosho County-KS
135,20,Ness County,Ness County-KS
137,20,Norton County,Norton County-KS
139,20,Osage County,Osage County-KS
141,20,Osborne County,Osborne County-KS
143,20,Ottawa County,Ottawa County-KS
145,20,Pawnee County,Pawnee County-KS
147,20,Phillips County,Phillips County-KS
149,20,Pottawatomie County,Pottawatomie County-KS
151,20,Pratt County,Pratt County-KS
153,20,Rawlins County,Rawlins County-KS
155,20,Reno County,Reno County-KS
157,20,Republic County,Republic County-KS
159,20,Rice County,Rice County-KS
161,20,Riley County,Riley County-KS
163,20,Rooks County,Rooks County-KS
165,20,Rush County,Rush County-KS
167,20,Russell County,Russell County-KS
169,20,Saline County,Saline County-KS
171,20,Scott County,Scott County-KS
173,20,Sedgwick County,Sedgwick County-KS
175,20,Seward County,Seward County-KS
177,20,Shawnee County,Shawnee County-KS
179,20,Sheridan County,Sheridan County-KS
181,20,Sherman County,Sherman County-KS
183,20,Smith County,Smith County-KS
185,20,Stafford County,Stafford County-KS
187,20,Stanton County,Stanton County-KS
189,20,Stevens County,Stevens County-KS
191,20,Sumner County,Sumner County-KS
193,20,Thomas County,Thomas County-KS
195,20,Trego County,Trego County-KS
197,20,Wabaunsee County,Wabaunsee County-KS
199,20,Wallace County,Wallace County-KS
201,20,Washington County,Washington County-KS
203,20,Wichita County,Wichita County-KS
205,20,Wilson County,Wilson County-KS
207,20,Woodson County,Woodson County-KS
209,20,Wyandotte County,Wyandotte County-KS
000,21,Kentucky,Kentucky-KY
001,21,Adair County,Adair County-KY
003,21,Allen County,Allen County-KY
005,21,Anderson County,Anderson County-KY
007,21,Ballard County,Ballard County-KY
009,21,Barren County,Barren County-KY
011,21,Bath County,Bath County-KY
013,21,Bell County,Bell County-KY
015,21,Boone County,Boone County-KY
017,21,Bourbon County,Bourbon County-KY
019,21,Boyd County,Boyd County-KY
021,21,Boyle County,Boyle County-KY
023,21,Bracken County,Bracken County-KY
025,21,Breathitt County,Breathitt County-KY
027,21,Breckinridge County,Breckinridge County-KY
029,21,Bullitt County,Bullitt County-KY
031,21,Butler County,Butler County-KY
033,21,Caldwell County,Caldwell County-KY
035,21,Calloway County,Calloway County-KY
037,21,Campbell County,Campbell County-KY
039,21,Carlisle County,Carlisle County-KY
041,21,Carroll County,Carroll County-KY
043,21,Carter County,Carter County-KY
045,21,Casey County,Casey County-KY
047,21,Christian County,Christian County-KY
049,21,Clark County,Clark County-KY
051,21,Clay County,Clay County-KY
053,21,Clinton County,Clinton County-KY
055,21,Crittenden County,Crittenden County-KY
057,21,Cumberland County,Cumberland County-KY
059,21,Daviess County,Daviess County-KY
061,21,Edmonson County,Edmonson County-KY
063,21,Elliott County,Elliott County-KY
065,21,Estill County,Estill County-KY
067,21,Fayette County,Fayette County-KY
069,21,Fleming County,Fleming County-KY
071,21,Floyd County,Floyd County-KY
073,21,Franklin County,Franklin County-KY
075,21,Fulton County,Fulton County-KY
077,21,Gallatin County,Gallatin County-KY
079,21,Garrard County,Garrard County-KY
081,21,Grant County,Grant County-KY
083,21,Graves County,Graves County-KY
085,21,Grayson County,Grayson County-KY
087,21,Green County,Green County-KY
089,21,Greenup County,Greenup County-KY
091,21,Hancock County,Hancock County-KY
093,21,Hardin County,Hardin County-KY
095,21,Harlan County,Harlan County-KY
097,21,Harrison County,Harrison County-KY
099,21,Hart County,Hart County-KY
101,21,Henderson County,Henderson County-KY
103,21,Henry County,Henry County-KY
105,21,Hickman County,Hickman County-KY
107,21,Hopkins County,Hopkins County-KY
109,21,Jackson County,Jackson County-KY
111,21,Jefferson County,Jefferson County-KY
113,21,Jessamine County,Jessamine County-KY
115,21,Johnson County,Johnson County-KY
117,21,Kenton County,Kenton County-KY
119,21,Knott County,Knott County-KY
121,21,Knox County,Knox County-KY
123,21,Larue County,Larue County-KY
125,21,Laurel County,Laurel County-KY
127,21,Lawrence County,Lawrence County-KY
129,21,Lee County,Lee County-KY
131,21,Leslie County,Leslie County-KY
133,21,Letcher County,Letcher County-KY
135,21,Lewis County,Lewis County-KY
137,21,Lincoln County,Lincoln County-KY
139,21,Livingston County,Livingston County-KY
141,21,Logan County,Logan County-KY
143,21,Lyon County,Lyon County-KY
145,21,McCracken County,McCracken County-KY
147,21,McCreary County,McCreary County-KY
149,21,McLean County,McLean County-KY
151,21,Madison County,Madison County-KY
153,21,Magoffin County,Magoffin County-KY
155,21,Marion County,Marion County-KY
157,21,Marshall County,Marshall County-KY
159,21,Martin County,Martin County-KY
161,21,Mason County,Mason County-KY
163,21,Meade County,Meade County-KY
165,21,Menifee County,Menifee County-KY
167,21,Mercer County,Mercer County-KY
169,21,Metcalfe County,Metcalfe County-KY
171,21,Monroe County,Monroe County-KY
173,21,Montgomery County,Montgomery County-KY
175,21,Morgan County,Morgan County-KY
177,21,Muhlenberg County,Muhlenberg County-KY
179,21,Nelson County,Nelson County-KY
181,21,Nicholas County,Nicholas County-KY
183,21,Ohio County,Ohio County-KY
185,21,Oldham County,Oldham County-KY
187,21,Owen County,Owen County-KY
189,21,Owsley County,Owsley County-KY
191,21,Pendleton County,Pendleton County-KY
193,21,Perry County,Perry County-KY
195,21,Pike County,Pike County-KY
197,21,Powell County,Powell County-KY
199,21,Pulaski County,Pulaski County-KY
201,21,Robertson County,Robertson County-KY
203,21,Rockcastle County,Rockcastle County-KY
205,21,Rowan County,Rowan County-KY
207,21,Russell County,Russell County-KY
209,21,Scott County,Scott County-KY
211,21,Shelby County,Shelby County-KY
213,21,Simpson County,Simpson County-KY
215,21,Spencer County,Spencer County-KY
217,21,Taylor County,Taylor County-KY
219,21,Todd County,Todd County-KY
221,21,Trigg County,Trigg County-KY
223,21,Trimble County,Trimble County-KY
225,21,Union County,Union County-KY
227,21,Warren County,Warren County-KY
229,21,Washington County,Washington County-KY
231,21,Wayne County,Wayne County-KY
233,21,Webster County,Webster County-KY
235,21,Whitley County,Whitley County-KY
237,21,Wolfe County,Wolfe County-KY
239,21,Woodford County,Woodford County-KY
000,22,Louisiana,Louisiana-LA
001,22,Acadia Parish,Acadia Parish-LA
003,22,Allen Parish,Allen Parish-LA
005,22,Ascension Parish,Ascension Parish-LA
007,22,Assumption Parish,Assumption Parish-LA
009,22,Avoyelles Parish,Avoyelles Parish-LA
011,22,Beauregard Parish,Beauregard Parish-LA
013,22,Bienville Parish,Bienville Parish-LA
015,22,Bossier Parish,Bossier Parish-LA
017,22,Caddo Parish,Caddo Parish-LA
019,22,Calcasieu Parish,Calcasieu Parish-LA
021,22,Caldwell Parish,Caldwell Parish-LA
023,22,Cameron Parish,Cameron Parish-LA
025,22,Catahoula Parish,Catahoula Parish-LA
027,22,Claiborne Parish,Claiborne Parish-LA
029,22,Concordia Parish,Concordia Parish-LA
031,22,De Soto Parish,De Soto Parish-LA
033,22,East Baton Rouge Parish,East Baton Rouge Parish-LA
035,22,East Carroll Parish,East Carroll Parish-LA
037,22,East Feliciana Parish,East Feliciana Parish-LA
039,22,Evangeline Parish,Evangeline Parish-LA
041,22,Franklin Parish,Franklin Parish-LA
043,22,Grant Parish,Grant Parish-LA
045,22,Iberia Parish,Iberia Parish-LA
047,22,Iberville Parish,Iberville Parish-LA
049,22,Jackson Parish,Jackson Parish-LA
051,22,Jefferson Parish,Jefferson Parish-LA
053,22,Jefferson Davis Parish,Jefferson Davis Parish-LA
055,22,Lafayette Parish,Lafayette Parish-LA
057,22,Lafourche Parish,Lafourche Parish-LA
059,22,LaSalle Parish,LaSalle Parish-LA
061,22,Lincoln Parish,Lincoln Parish-LA
063,22,Livingston Parish,Livingston Parish-LA
065,22,Madison Parish,Madison Parish-LA
067,22,Morehouse Parish,Morehouse Parish-LA
069,22,Natchitoches Parish,Natchitoches Parish-LA
071,22,Orleans Parish,Orleans Parish-LA
073,22,Ouachita Parish,Ouachita Parish-LA
075,22,Plaquemines Parish,Plaquemines Parish-LA
077,22,Pointe Coupee Parish,Pointe Coupee Parish-LA
079,22,Rapides Parish,Rapides Parish-LA
081,22,Red River Parish,Red River Parish-LA
083,22,Richland Parish,Richland Parish-LA
085,22,Sabine Parish,Sabine Parish-LA
087,22,St. Bernard Parish,St. Bernard Parish-LA
089,22,St. Charles Parish,St. Charles Parish-LA
091,22,St. Helena Parish,St. Helena Parish-LA
093,22,St. James Parish,St. James Parish-LA
095,22,St. John the Baptist Parish,St. John the Baptist Parish-LA
097,22,St. Landry Parish,St. Landry Parish-LA
099,22,St. Martin Parish,St. Martin Parish-LA
101,22,St. Mary Parish,St. Mary Parish-LA
103,22,St. Tammany Parish,St. Tammany Parish-LA
105,22,Tangipahoa Parish,Tangipahoa Parish-LA
107,22,Tensas Parish,Tensas Parish-LA
109,22,Terrebonne Parish,Terrebonne Parish-LA
111,22,Union Parish,Union Parish-LA
113,22,Vermilion Parish,Vermilion Parish-LA
115,22,Vernon Parish,Vernon Parish-LA
117,22,Washington Parish,Washington Parish-LA
119,22,Webster Parish,Webster Parish-LA
121,22,West Baton Rouge Parish,West Baton Rouge Parish-LA
123,22,West Carroll Parish,West Carroll Parish-LA
125,22,West Feliciana Parish,West Feliciana Parish-LA
127,22,Winn Parish,Winn Parish-LA
000,23,Maine,Maine-ME
001,23,Androscoggin County,Androscoggin County-ME
003,23,Aroostook County,Aroostook County-ME
005,23,Cumberland County,Cumberland County-ME
007,23,Franklin County,Franklin County-ME
009,23,Hancock County,Hancock County-ME
011,23,Kennebec County,Kennebec County-ME
013,23,Knox County,Knox County-ME
015,23,Lincoln County,Lincoln County-ME
017,23,Oxford County,Oxford County-ME
019,23,Penobscot County,Penobscot County-ME
021,23,Piscataquis County,Piscataquis County-ME
023,23,Sagadahoc County,Sagadahoc County-ME
025,23,Somerset County,Somerset County-ME
027,23,Waldo County,Waldo County-ME
029,23,Washington County,Washington County-ME
031,23,York County,York County-ME
000,24,Maryland,Maryland-MD
001,24,Allegany County,Allegany County-MD
003,24,Anne Arundel County,Anne Arundel County-MD
005,24,Baltimore County,Baltimore County-MD
009,24,Calvert County,Calvert County-MD
011,24,Caroline County,Caroline County-MD
013,24,Carroll County,Carroll County-MD
015,24,Cecil County,Cecil County-MD
017,24,Charles County,Charles County-MD
019,24,Dorchester County,Dorchester County-MD
021,24,Frederick County,Frederick County-MD
023,24,Garrett County,Garrett County-MD
025,24,Harford County,Harford County-MD
027,24,Howard County,Howard County-MD
029,24,Kent County,Kent County-MD
031,24,Montgomery County,Montgomery County-MD
033,24,Prince George's County,Prince George's County-MD
035,24,Queen Anne's County,Queen Anne's County-MD
037,24,St. Mary's County,St. Mary's County-MD
039,24,Somerset County,Somerset County-MD
041,24,Talbot County,Talbot County-MD
043,24,Washington County,Washington County-MD
045,24,Wicomico County,Wicomico County-MD
047,24,Worcester County,Worcester County-MD
510,24,Baltimore city,Baltimore city-MD
000,25,Massachusetts,Massachusetts-MA
001,25,Barnstable County,Barnstable County-MA
003,25,Berkshire County,Berkshire County-MA
005,25,Bristol County,Bristol County-MA
007,25,Dukes County,Dukes County-MA
009,25,Essex County,Essex County-MA
011,25,Franklin County,Franklin County-MA
013,25,Hampden County,Hampden County-MA
015,25,Hampshire County,Hampshire County-MA
017,25,Middlesex County,Middlesex County-MA
019,25,Nantucket County,Nantucket County-MA
021,25,Norfolk County,Norfolk County-MA
023,25,Plymouth County,Plymouth County-MA
025,25,Suffolk County,Suffolk County-MA
027,25,Worcester County,Worcester County-MA
000,26,Michigan,Michigan-MI
001,26,Alcona County,Alcona County-MI
003,26,Alger County,Alger County-MI
005,26,Allegan County,Allegan County-MI
007,26,Alpena County,Alpena County-MI
009,26,Antrim County,Antrim County-MI
011,26,Arenac County,Arenac County-MI
013,26,Baraga County,Baraga County-MI
015,26,Barry County,Barry County-MI
017,26,Bay County,Bay County-MI
019,26,Benzie County,Benzie County-MI
021,26,Berrien County,Berrien County-MI
023,26,Branch County,Branch County-MI
025,26,Calhoun County,Calhoun County-MI
027,26,Cass County,Cass County-MI
029,26,Charlevoix County,Charlevoix County-MI
031,26,Cheboygan County,Cheboygan County-MI
033,26,Chippewa County,Chippewa County-MI
035,26,Clare County,Clare County-MI
037,26,Clinton County,Clinton County-MI
039,26,Crawford County,Crawford County-MI
041,26,Delta County,Delta County-MI
043,26,Dickinson County,Dickinson County-MI
045,26,Eaton County,Eaton County-MI
047,26,Emmet County,Emmet County-MI
049,26,Genesee County,Genesee County-MI
051,26,Gladwin County,Gladwin County-MI
053,26,Gogebic County,Gogebic County-MI
055,26,Grand Traverse County,Grand Traverse County-MI
057,26,Gratiot County,Gratiot County-MI
059,26,Hillsdale County,Hillsdale County-MI
061,26,Houghton County,Houghton County-MI
063,26,Huron County,Huron County-MI
065,26,Ingham County,Ingham County-MI
067,26,Ionia County,Ionia County-MI
069,26,Iosco County,Iosco County-MI
071,26,Iron County,Iron County-MI
073,26,Isabella County,Isabella County-MI
075,26,Jackson County,Jackson County-MI
077,26,Kalamazoo County,Kalamazoo County-MI
079,26,Kalkaska County,Kalkaska County-MI
081,26,Kent County,Kent County-MI
083,26,Keweenaw County,Keweenaw County-MI
085,26,Lake County,Lake County-MI
087,26,Lapeer County,Lapeer County-MI
089,26,Leelanau County,Leelanau County-MI
091,26,Lenawee County,Lenawee County-MI
093,26,Livingston County,Livingston County-MI
095,26,Luce County,Luce County-MI
097,26,Mackinac County,Mackinac County-MI
099,26,Macomb County,Macomb County-MI
101,26,Manistee County,Manistee County-MI
103,26,Marquette County,Marquette County-MI
105,26,Mason County,Mason County-MI
107,26,Mecosta County,Mecosta County-MI
109,26,Menominee County,Menominee County-MI
111,26,Midland County,Midland County-MI
113,26,Missaukee County,Missaukee County-MI
115,26,Monroe County,Monroe County-MI
117,26,Montcalm County,Montcalm County-MI
119,26,Montmorency County,Montmorency County-MI
121,26,Muskegon County,Muskegon County-MI
123,26,Newaygo County,Newaygo County-MI
125,26,Oakland County,Oakland County-MI
127,26,Oceana County,Oceana County-MI
129,26,Ogemaw County,Ogemaw County-MI
131,26,Ontonagon County,Ontonagon County-MI
133,26,Osceola County,Osceola County-MI
135,26,Oscoda County,Oscoda County-MI
137,26,Otsego County,Otsego County-MI
139,26,Ottawa County,Ottawa County-MI
141,26,Presque Isle County,Presque Isle County-MI
143,26,Roscommon County,Roscommon County-MI
145,26,Saginaw County,Saginaw County-MI
147,26,St. Clair County,St. Clair County-MI
149,26,St. Joseph County,St. Joseph County-MI
151,26,Sanilac County,Sanilac County-MI
153,26,Schoolcraft County,Schoolcraft County-MI
155,26,Shiawassee County,Shiawassee County-MI
157,26,Tuscola County,Tuscola County-MI
159,26,Van Buren County,Van Buren County-MI
161,26,Washtenaw County,Washtenaw County-MI
163,26,Wayne County,Wayne County-MI
165,26,Wexford County,Wexford County-MI
000,27,Minnesota,Minnesota-MN
001,27,Aitkin County,Aitkin County-MN
003,27,Anoka County,Anoka County-MN
005,27,Becker County,Becker County-MN
007,27,Beltrami County,Beltrami County-MN
009,27,Benton County,Benton County-MN
011,27,Big Stone County,Big Stone County-MN
013,27,Blue Earth County,Blue Earth County-MN
015,27,Brown County,Brown County-MN
017,27,Carlton County,Carlton County-MN
019,27,Carver County,Carver County-MN
021,27,Cass County,Cass County-MN
023,27,Chippewa County,Chippewa County-MN
025,27,Chisago County,Chisago County-MN
027,27,Clay County,Clay County-MN
029,27,Clearwater County,Clearwater County-MN
031,27,Cook County,Cook County-MN
033,27,Cottonwood County,Cottonwood County-MN
035,27,Crow Wing County,Crow Wing County-MN
037,27,Dakota County,Dakota County-MN
039,27,Dodge County,Dodge County-MN
041,27,Douglas County,Douglas County-MN
043,27,Faribault County,Faribault County-MN
045,27,Fillmore County,Fillmore County-MN
047,27,Freeborn County,Freeborn County-MN
049,27,Goodhue County,Goodhue County-MN
051,27,Grant County,Grant County-MN
053,27,Hennepin County,Hennepin County-MN
055,27,Houston County,Houston County-MN
057,27,Hubbard County,Hubbard County-MN
059,27,Isanti County,Isanti County-MN
061,27,Itasca County,Itasca County-MN
063,27,Jackson County,Jackson County-MN
065,27,Kanabec County,Kanabec County-MN
067,27,Kandiyohi County,Kandiyohi County-MN
069,27,Kittson County,Kittson County-MN
071,27,Koochiching County,Koochiching County-MN
073,27,Lac qui Parle County,Lac qui Parle County-MN
075,27,Lake County,Lake County-MN
077,27,Lake of the Woods County,Lake of the Woods County-MN
079,27,Le Sueur County,Le Sueur County-MN
081,27,Lincoln County,Lincoln County-MN
083,27,Lyon County,Lyon County-MN
085,27,McLeod County,McLeod County-MN
087,27,Mahnomen County,Mahnomen County-MN
089,27,Marshall County,Marshall County-MN
091,27,Martin County,Martin County-MN
093,27,Meeker County,Meeker County-MN
095,27,Mille Lacs County,Mille Lacs County-MN
097,27,Morrison County,Morrison County-MN
099,27,Mower County,Mower County-MN
101,27,Murray County,Murray County-MN
103,27,Nicollet County,Nicollet County-MN
105,27,Nobles County,Nobles County-MN
107,27,Norman County,Norman County-MN
109,27,Olmsted County,Olmsted County-MN
111,27,Otter Tail County,Otter Tail County-MN
113,27,Pennington County,Pennington County-MN
115,27,Pine County,Pine County-MN
117,27,Pipestone County,Pipestone County-MN
119,27,Polk County,Polk County-MN
121,27,Pope County,Pope County-MN
123,27,Ramsey County,Ramsey County-MN
125,27,Red Lake County,Red Lake County-MN
127,27,Redwood County,Redwood County-MN
129,27,Renville County,Renville County-MN
131,27,Rice County,Rice County-MN
133,27,Rock County,Rock County-MN
135,27,Roseau County,Roseau County-MN
137,27,St. Louis County,St. Louis County-MN
139,27,Scott County,Scott County-MN
141,27,Sherburne County,Sherburne County-MN
