County,State,Area name,Cty-St
125,39,Paulding County,Paulding County-OH
127,39,Perry County,Perry County-OH
129,39,Pickaway County,Pickaway County-OH
131,39,Pike County,Pike County-OH
133,39,Portage County,Portage County-OH
135,39,Preble County,Preble County-OH
137,39,Putnam County,Putnam County-OH
139,39,Richland County,Richland County-OH
141,39,Ross County,Ross County-OH
143,39,Sandusky County,Sandusky County-OH
145,39,Scioto County,Scioto County-OH
147,39,Seneca County,Seneca County-OH
149,39,Shelby County,Shelby County-OH
151,39,Stark County,Stark County-OH
153,39,Summit County,Summit County-OH
155,39,Trumbull County,Trumbull County-OH
157,39,Tuscarawas County,Tuscarawas County-OH
159,39,Union County,Union County-OH
161,39,Van Wert County,Van Wert County-OH
163,39,Vinton County,Vinton County-OH
165,39,Warren County,Warren County-OH
167,39,Washington County,Washington County-OH
169,39,Wayne County,Wayne County-OH
171,39,Williams County,Williams County-OH
173,39,Wood County,Wood County-OH
175,39,Wyandot County,Wyandot County-OH
000,40,Oklahoma,Oklahoma-OK
001,40,Adair County,Adair County-OK
003,40,Alfalfa County,Alfalfa County-OK
005,40,Atoka County,Atoka County-OK
007,40,Beaver County,Beaver County-OK
009,40,Beckham County,Beckham County-OK
011,40,Blaine County,Blaine County-OK
013,40,Bryan County,Bryan County-OK
015,40,Caddo County,Caddo County-OK
017,40,Canadian County,Canadian County-OK
019,40,Carter County,Carter County-OK
021,40,Cherokee County,Cherokee County-OK
023,40,Choctaw County,Choctaw County-OK
025,40,Cimarron County,Cimarron County-OK
027,40,Cleveland County,Cleveland County-OK
029,40,Coal County,Coal County-OK
031,40,Comanche County,Comanche County-OK
033,40,Cotton County,Cotton County-OK
035,40,Craig County,Craig County-OK
037,40,Creek County,Creek County-OK
039,40,Custer County,Custer County-OK
041,40,Delaware County,Delaware County-OK
043,40,Dewey County,Dewey County-OK
045,40,Ellis County,Ellis County-OK
047,40,Garfield County,Garfield County-OK
049,40,Garvin County,Garvin County-OK
051,40,Grady County,Grady County-OK
053,40,Grant County,Grant County-OK
055,40,Greer County,Greer County-OK
057,40,Harmon County,Harmon County-OK
059,40,Harper County,Harper County-OK
061,40,Haskell County,Haskell County-OK
063,40,Hughes County,Hughes County-OK
065,40,Jackson County,Jackson County-OK
067,40,Jefferson County,Jefferson County-OK
069,40,Johnston County,Johnston County-OK
071,40,Kay County,Kay County-OK
073,40,Kingfisher County,Kingfisher County-OK
075,40,Kiowa County,Kiowa County-OK
077,40,Latimer County,Latimer County-OK
079,40,Le Flore County,Le Flore County-OK
081,40,Lincoln County,Lincoln County-OK
083,40,Logan County,Logan County-OK
085,40,Love County,Love County-OK
087,40,McClain County,McClain County-OK
089,40,McCurtain County,McCurtain County-OK
091,40,McIntosh County,McIntosh County-OK
093,40,Major County,Major County-OK
095,40,Marshall County,Marshall County-OK
097,40,Mayes County,Mayes County-OK
099,40,Murray County,Murray County-OK
101,40,Muskogee County,Muskogee County-OK
103,40,Noble County,Noble County-OK
105,40,Nowata County,Nowata County-OK
107,40,Okfuskee County,Okfuskee County-OK
109,40,Oklahoma County,Oklahoma County-OK
111,40,Okmulgee County,Okmulgee County-OK
113,40,Osage County,Osage County-OK
115,40,Ottawa County,Ottawa County-OK
117,40,Pawnee County,Pawnee County-OK
119,40,Payne County,Payne County-OK
121,40,Pittsburg County,Pittsburg County-OK
123,40,Pontotoc County,Pontotoc County-OK
125,40,Pottawatomie County,Pottawatomie County-OK
127,40,Pushmataha County,Pushmataha County-OK
129,40,Roger Mills County,Roger Mills County-OK
131,40,Rogers County,Rogers County-OK
133,40,Seminole County,Seminole County-OK
135,40,Sequoyah County,Sequoyah County-OK
137,40,Stephens County,Stephens County-OK
139,40,Texas County,Texas County-OK
141,40,Tillman County,Tillman County-OK
143,40,Tulsa County,Tulsa County-OK
145,40,Wagoner County,Wagoner County-OK
147,40,Washington County,Washington County-OK
149,40,Washita County,Washita County-OK
151,40,Woods County,Woods County-OK
153,40,Woodward County,Woodward County-OK
000,41,Oregon,Oregon-OR
001,41,Baker County,Baker County-OR
003,41,Benton County,Benton County-OR
005,41,Clackamas County,Clackamas County-OR
007,41,Clatsop County,Clatsop County-OR
009,41,Columbia County,Columbia County-OR
011,41,Coos County,Coos County-OR
013,41,Crook County,Crook County-OR
015,41,Curry County,Curry County-OR
017,41,Deschutes County,Deschutes County-OR
019,41,Douglas County,Douglas County-OR
021,41,Gilliam County,Gilliam County-OR
023,41,Grant County,Grant County-OR
025,41,Harney County,Harney County-OR
027,41,Hood River County,Hood River County-OR
029,41,Jackson County,Jackson County-OR
031,41,Jefferson County,Jefferson County-OR
033,41,Josephine County,Josephine County-OR
035,41,Klamath County,Klamath County-OR
037,41,Lake County,Lake County-OR
039,41,Lane County,Lane County-OR
041,41,Lincoln County,Lincoln County-OR
043,41,Linn County,Linn County-OR
045,41,Malheur County,Malheur County-OR
047,41,Marion County,Marion County-OR
049,41,Morrow County,Morrow County-OR
051,41,Multnomah County,Multnomah County-OR
053,41,Polk County,Polk County-OR
055,41,Sherman County,Sherman County-OR
057,41,Tillamook County,Tillamook County-OR
059,41,Umatilla County,Umatilla County-OR
061,41,Union County,Union County-OR
063,41,Wallowa County,Wallowa County-OR
065,41,Wasco County,Wasco County-OR
067,41,Washington County,Washington County-OR
069,41,Wheeler County,Wheeler County-OR
071,41,Yamhill County,Yamhill County-OR
000,42,Pennsylvania,Pennsylvania-PA
001,42,Adams County,Adams County-PA
003,42,Allegheny County,Allegheny County-PA
005,42,Armstrong County,Armstrong County-PA
007,42,Beaver County,Beaver County-PA
009,42,Bedford County,Bedford County-PA
011,42,Berks County,Berks County-PA
013,42,Blair County,Blair County-PA
015,42,Bradford County,Bradford County-PA
017,42,Bucks County,Bucks County-PA
019,42,Butler County,Butler County-PA
021,42,Cambria County,Cambria County-PA
023,42,Cameron County,Cameron County-PA
025,42,Carbon County,Carbon County-PA
027,42,Centre County,Centre County-PA
029,42,Chester County,Chester County-PA
031,42,Clarion County,Clarion County-PA
033,42,Clearfield County,Clearfield County-PA
035,42,Clinton County,Clinton County-PA
037,42,Columbia County,Columbia County-PA
039,42,Crawford County,Crawford County-PA
041,42,Cumberland County,Cumberland County-PA
043,42,Dauphin County,Dauphin County-PA
045,42,Delaware County,Delaware County-PA
047,42,Elk County,Elk County-PA
049,42,Erie County,Erie County-PA
051,42,Fayette County,Fayette County-PA
053,42,Forest County,Forest County-PA
055,42,Franklin County,Franklin County-PA
057,42,Fulton County,Fulton County-PA
059,42,Greene County,Greene County-PA
061,42,Huntingdon County,Huntingdon County-PA
063,42,Indiana County,Indiana County-PA
065,42,Jefferson County,Jefferson County-PA
067,42,Juniata County,Juniata County-PA
069,42,Lackawanna County,Lackawanna County-PA
071,42,Lancaster County,Lancaster County-PA
073,42,Lawrence County,Lawrence County-PA
075,42,Lebanon County,Lebanon County-PA
077,42,Lehigh County,Lehigh County-PA
079,42,Luzerne County,Luzerne County-PA
081,42,Lycoming County,Lycoming County-PA
083,42,McKean County,McKean County-PA
085,42,Mercer County,Mercer County-PA
087,42,Mifflin County,Mifflin County-PA
089,42,Monroe County,Monroe County-PA
091,42,Montgomery County,Montgomery County-PA
093,42,Montour County,Montour County-PA
095,42,Northampton County,Northampton County-PA
097,42,Northumberland County,Northumberland County-PA
099,42,Perry County,Perry County-PA
101,42,Philadelphia County,Philadelphia County-PA
103,42,Pike County,Pike County-PA
105,42,Potter County,Potter County-PA
107,42,Schuylkill County,Schuylkill County-PA
109,42,Snyder County,Snyder County-PA
111,42,Somerset County,Somerset County-PA
113,42,Sullivan County,Sullivan County-PA
115,42,Susquehanna County,Susquehanna County-PA
117,42,Tioga County,Tioga County-PA
119,42,Union County,Union County-PA
121,42,Venango County,Venango County-PA
123,42,Warren County,Warren County-PA
125,42,Washington County,Washington County-PA
127,42,Wayne County,Wayne County-PA
129,42,Westmoreland County,Westmoreland County-PA
131,42,Wyoming County,Wyoming County-PA
133,42,York County,York County-PA
000,44,Rhode Island,Rhode Island-RI
001,44,Bristol County,Bristol County-RI
003,44,Kent County,Kent County-RI
005,44,Newport County,Newport County-RI
007,44,Providence County,Providence County-RI
009,44,Washington County,Washington County-RI
000,45,South Carolina,South Carolina-SC
001,45,Abbeville County,Abbeville County-SC
003,45,Aiken County,Aiken County-SC
005,45,Allendale County,Allendale County-SC
007,45,Anderson County,Anderson County-SC
009,45,Bamberg County,Bamberg County-SC
011,45,Barnwell County,Barnwell County-SC
013,45,Beaufort County,Beaufort County-SC
015,45,Berkeley County,Berkeley County-SC
017,45,Calhoun County,Calhoun County-SC
019,45,Charleston County,Charleston County-SC
021,45,Cherokee County,Cherokee County-SC
023,45,Chester County,Chester County-SC
025,45,Chesterfield County,Chesterfield County-SC
027,45,Clarendon County,Clarendon County-SC
029,45,Colleton County,Colleton County-SC
031,45,Darlington County,Darlington County-SC
033,45,Dillon County,Dillon County-SC
035,45,Dorchester County,Dorchester County-SC
037,45,Edgefield County,Edgefield County-SC
039,45,Fairfield County,Fairfield County-SC
041,45,Florence County,Florence County-SC
043,45,Georgetown County,Georgetown County-SC
045,45,Greenville County,Greenville County-SC
047,45,Greenwood County,Greenwood County-SC
049,45,Hampton County,Hampton County-SC
051,45,Horry County,Horry County-SC
053,45,Jasper County,Jasper County-SC
055,45,Kershaw County,Kershaw County-SC
057,45,Lancaster County,Lancaster County-SC
059,45,Laurens County,Laurens County-SC
061,45,Lee County,Lee County-SC
063,45,Lexington County,Lexington County-SC
065,45,McCormick County,McCormick County-SC
067,45,Marion County,Marion County-SC
069,45,Marlboro County,Marlboro County-SC
071,45,Newberry County,Newberry County-SC
073,45,Oconee County,Oconee County-SC
075,45,Orangeburg County,Orangeburg County-SC
077,45,Pickens County,Pickens County-SC
079,45,Richland County,Richland County-SC
081,45,Saluda County,Saluda County-SC
083,45,Spartanburg County,Spartanburg County-SC
085,45,Sumter County,Sumter County-SC
087,45,Union County,Union County-SC
089,45,Williamsburg County,Williamsburg County-SC
091,45,York County,York County-SC
000,46,South Dakota,South Dakota-SD
003,46,Aurora County,Aurora County-SD
005,46,Beadle County,Beadle County-SD
007,46,Bennett County,Bennett County-SD
009,46,Bon Homme County,Bon Homme County-SD
011,46,Brookings County,Brookings County-SD
013,46,Brown County,Brown County-SD
015,46,Brule County,Brule County-SD
017,46,Buffalo County,Buffalo County-SD
019,46,Butte County,Butte County-SD
021,46,Campbell County,Campbell County-SD
023,46,Charles Mix County,Charles Mix County-SD
025,46,Clark County,Clark County-SD
027,46,Clay County,Clay County-SD
029,46,Codington County,Codington County-SD
031,46,Corson County,Corson County-SD
033,46,Custer County,Custer County-SD
035,46,Davison County,Davison County-SD
037,46,Day County,Day County-SD
039,46,Deuel County,Deuel County-SD
041,46,Dewey County,Dewey County-SD
043,46,Douglas County,Douglas County-SD
045,46,Edmunds County,Edmunds County-SD
047,46,Fall River County,Fall River County-SD
049,46,Faulk County,Faulk County-SD
051,46,Grant County,Grant County-SD
053,46,Gregory County,Gregory County-SD
055,46,Haakon County,Haakon County-SD
057,46,Hamlin County,Hamlin County-SD
059,46,Hand County,Hand County-SD
061,46,Hanson County,Hanson County-SD
063,46,Harding County,Harding County-SD
065,46,Hughes County,Hughes County-SD
067,46,Hutchinson County,Hutchinson County-SD
069,46,Hyde County,Hyde County-SD
071,46,Jackson County,Jackson County-SD
073,46,Jerauld County,Jerauld County-SD
075,46,Jones County,Jones County-SD
077,46,Kingsbury County,Kingsbury County-SD
079,46,Lake County,Lake County-SD
081,46,Lawrence County,Lawrence County-SD
083,46,Lincoln County,Lincoln County-SD
085,46,Lyman County,Lyman County-SD
087,46,McCook County,McCook County-SD
089,46,McPherson County,McPherson County-SD
091,46,Marshall County,Marshall County-SD
093,46,Meade County,Meade County-SD
095,46,Mellette County,Mellette County-SD
097,46,Miner County,Miner County-SD
099,46,Minnehaha County,Minnehaha County-SD
101,46,Moody County,Moody County-SD
102,46,Oglala Lakota County,Oglala Lakota County-SD
103,46,Pennington County,Pennington County-SD
105,46,Perkins County,Perkins County-SD
107,46,Potter County,Potter County-SD
109,46,Roberts County,Roberts County-SD
111,46,Sanborn County,Sanborn County-SD
115,46,Spink County,Spink County-SD
117,46,Stanley County,Stanley County-SD
119,46,Sully County,Sully County-SD
121,46,Todd County,Todd County-SD
123,46,Tripp County,Tripp County-SD
125,46,Turner County,Turner County-SD
127,46,Union County,Union County-SD
129,46,Walworth County,Walworth County-SD
135,46,Yankton County,Yankton County-SD
137,46,Ziebach County,Ziebach County-SD
000,47,Tennessee,Tennessee-TN
001,47,Anderson County,Anderson County-TN
003,47,Bedford County,Bedford County-TN
005,47,Benton County,Benton County-TN
007,47,Bledsoe County,Bledsoe County-TN
009,47,Blount County,Blount County-TN
011,47,Bradley County,Bradley County-TN
013,47,Campbell County,Campbell County-TN
015,47,Cannon County,Cannon County-TN
017,47,Carroll County,Carroll County-TN
019,47,Carter County,Carter County-TN
021,47,Cheatham County,Cheatham County-TN
023,47,Chester County,Chester County-TN
025,47,Claiborne County,Claiborne County-TN
027,47,Clay County,Clay County-TN
029,47,Cocke County,Cocke County-TN
031,47,Coffee County,Coffee County-TN
033,47,Crockett County,Crockett County-TN
035,47,Cumberland County,Cumberland County-TN
037,47,Davidson County,Davidson County-TN
039,47,Decatur County,Decatur County-TN
041,47,DeKalb County,DeKalb County-TN
043,47,Dickson County,Dickson County-TN
045,47,Dyer County,Dyer County-TN
047,47,Fayette County,Fayette County-TN
049,47,Fentress County,Fentress County-TN
051,47,Franklin County,Franklin County-TN
053,47,Gibson County,Gibson County-TN
055,47,Giles County,Giles County-TN
057,47,Grainger County,Grainger County-TN
059,47,Greene County,Greene County-TN
061,47,Grundy County,Grundy County-TN
063,47,Hamblen County,Hamblen County-TN
065,47,Hamilton County,Hamilton County-TN
067,47,Hancock County,Hancock County-TN
069,47,Hardeman County,Hardeman County-TN
071,47,Hardin County,Hardin County-TN
073,47,Hawkins County,Hawkins County-TN
075,47,Haywood County,Haywood County-TN
077,47,Henderson County,Henderson County-TN
079,47,Henry County,Henry County-TN
081,47,Hickman County,Hickman County-TN
083,47,Houston County,Houston County-TN
085,47,Humphreys County,Humphreys County-TN
087,47,Jackson County,Jackson County-TN
089,47,Jefferson County,Jefferson County-TN
091,47,Johnson County,Johnson County-TN
093,47,Knox County,Knox County-TN
095,47,Lake County,Lake County-TN
097,47,Lauderdale County,Lauderdale County-TN
099,47,Lawrence County,Lawrence County-TN
101,47,Lewis County,Lewis County-TN
103,47,Lincoln County,Lincoln County-TN
105,47,Loudon County,Loudon County-TN
107,47,McMinn County,McMinn County-TN
109,47,McNairy County,McNairy County-TN
111,47,Macon County,Macon County-TN
113,47,Madison County,Madison County-TN
115,47,Marion County,Marion County-TN
117,47,Marshall County,Marshall County-TN
119,47,Maury County,Maury County-TN
121,47,Meigs County,Meigs County-TN
123,47,Monroe County,Monroe County-TN
125,47,Montgomery County,Montgomery County-TN
127,47,Moore County,Moore County-TN
129,47,Morgan County,Morgan County-TN
131,47,Obion County,Obion County-TN
133,47,Overton County,Overton County-TN
135,47,Perry County,Perry County-TN
137,47,Pickett County,Pickett County-TN
139,47,Polk County,Polk County-TN
141,47,Putnam County,Putnam County-TN
143,47,Rhea County,Rhea County-TN
145,47,Roane County,Roane County-TN
147,47,Robertson County,Robertson County-TN
149,47,Rutherford County,Rutherford County-TN
151,47,Scott County,Scott County-TN
153,47,Sequatchie County,Sequatchie County-TN
155,47,Sevier County,Sevier County-TN
157,47,Shelby County,Shelby County-TN
159,47,Smith County,Smith County-TN
161,47,Stewart County,Stewart County-TN
163,47,Sullivan County,Sullivan County-TN
165,47,Sumner County,Sumner County-TN
167,47,Tipton County,Tipton County-TN
169,47,Trousdale County,Trousdale County-TN
171,47,Unicoi County,Unicoi County-TN
173,47,Union County,Union County-TN
175,47,Van Buren County,Van Buren County-TN
177,47,Warren County,Warren County-TN
179,47,Washington County,Washington County-TN
181,47,Wayne County,Wayne County-TN
183,47,Weakley County,Weakley County-TN
185,47,White County,White County-TN
187,47,Williamson County,Williamson County-TN
189,47,Wilson County,Wilson County-TN
000,48,Texas,Texas-TX
001,48,Anderson County,Anderson County-TX
003,48,Andrews County,Andrews County-TX
005,48,Angelina County,Angelina County-TX
007,48,Aransas County,Aransas County-TX
009,48,Archer County,Archer County-TX
011,48,Armstrong County,Armstrong County-TX
013,48,Atascosa County,Atascosa County-TX
015,48,Austin County,Austin County-TX
017,48,Bailey County,Bailey County-TX
019,48,Bandera County,Bandera County-TX
021,48,Bastrop County,Bastrop County-TX
023,48,Baylor County,Baylor County-TX
025,48,Bee County,Bee County-TX
027,48,Bell County,Bell County-TX
029,48,Bexar County,Bexar County-TX
031,48,Blanco County,Blanco County-TX
033,48,Borden County,Borden County-TX
035,48,Bosque County,Bosque County-TX
037,48,Bowie County,Bowie County-TX
039,48,Brazoria County,Brazoria County-TX
041,48,Brazos County,Brazos County-TX
043,48,Brewster County,Brewster County-TX
045,48,Briscoe County,Briscoe County-TX
047,48,Brooks County,Brooks County-TX
049,48,Brown County,Brown County-TX
051,48,Burleson County,Burleson County-TX
053,48,Burnet County,Burnet County-TX
055,48,Caldwell County,Caldwell County-TX
057,48,Calhoun County,Calhoun County-TX
059,48,Callahan County,Callahan County-TX
061,48,Cameron County,Cameron County-TX
063,48,Camp County,Camp County-TX
065,48,Carson County,Carson County-TX
067,48,Cass County,Cass County-TX
069,48,Castro County,Castro County-TX
071,48,Chambers County,Chambers County-TX
073,48,Cherokee County,Cherokee County-TX
075,48,Childress County,Childress County-TX
077,48,Clay County,Clay County-TX
079,48,Cochran County,Cochran County-TX
081,48,Coke County,Coke County-TX
083,48,Coleman County,Coleman County-TX
085,48,Collin County,Collin County-TX
087,48,Collingsworth County,Collingsworth County-TX
089,48,Colorado County,Colorado County-TX
091,48,Comal County,Comal County-TX
093,48,Comanche County,Comanche County-TX
095,48,Concho County,Concho County-TX
097,48,Cooke County,Cooke County-TX
099,48,Coryell County,Coryell County-TX
101,48,Cottle County,Cottle County-TX
103,48,Crane County,Crane County-TX
105,48,Crockett County,Crockett County-TX
107,48,Crosby County,Crosby County-TX
109,48,Culberson County,Culberson County-TX
111,48,Dallam County,Dallam County-TX
113,48,Dallas County,Dallas County-TX
115,48,Dawson County,Dawson County-TX
117,48,Deaf Smith County,Deaf Smith County-TX
119,48,Delta County,Delta County-TX
121,48,Denton County,Denton County-TX
123,48,DeWitt County,DeWitt County-TX
125,48,Dickens County,Dickens County-TX
127,48,Dimmit County,Dimmit County-TX
129,48,Donley County,Donley County-TX
131,48,Duval County,Duval County-TX
133,48,Eastland County,Eastland County-TX
135,48,Ector County,Ector County-TX
137,48,Edwards County,Edwards County-TX
139,48,Ellis County,Ellis County-TX
141,48,El Paso County,El Paso County-TX
143,48,Erath County,Erath County-TX
145,48,Falls County,Falls County-TX
147,48,Fannin County,Fannin County-TX
149,48,Fayette County,Fayette County-TX
151,48,Fisher County,Fisher County-TX
153,48,Floyd County,Floyd County-TX
155,48,Foard County,Foard County-TX
157,48,Fort Bend County,Fort Bend County-TX
159,48,Franklin County,Franklin County-TX
161,48,Freestone County,Freestone County-TX
163,48,Frio County,Frio County-TX
165,48,Gaines County,Gaines County-TX
167,48,Galveston County,Galveston County-TX
169,48,Garza County,Garza County-TX
171,48,Gillespie County,Gillespie County-TX
173,48,Glasscock County,Glasscock County-TX
175,48,Goliad County,Goliad County-TX
177,48,Gonzales County,Gonzales County-TX
179,48,Gray County,Gray County-TX
181,48,Grayson County,Grayson County-TX
183,48,Gregg County,Gregg County-TX
185,48,Grimes County,Grimes County-TX
187,48,Guadalupe County,Guadalupe County-TX
189,48,Hale County,Hale County-TX
191,48,Hall County,Hall County-TX
193,48,Hamilton County,Hamilton County-TX
195,48,Hansford County,Hansford County-TX
197,48,Hardeman County,Hardeman County-TX
199,48,Hardin County,Hardin County-TX
201,48,Harris County,Harris County-TX
203,48,Harrison County,Harrison County-TX
205,48,Hartley County,Hartley County-TX
207,48,Haskell County,Haskell County-TX
209,48,Hays County,Hays County-TX
211,48,Hemphill County,Hemphill County-TX
213,48,Henderson County,Henderson County-TX
215,48,Hidalgo County,Hidalgo County-TX
217,48,Hill County,Hill County-TX
219,48,Hockley County,Hockley County-TX
221,48,Hood County,Hood County-TX
223,48,Hopkins County,Hopkins County-TX
225,48,Houston County,Houston County-TX
227,48,Howard County,Howard County-TX
229,48,Hudspeth County,Hudspeth County-TX
231,48,Hunt County,Hunt County-TX
233,48,Hutchinson County,Hutchinson County-TX
235,48,Irion County,Irion County-TX
237,48,Jack County,Jack County-TX
239,48,Jackson County,Jackson County-TX
241,48,Jasper County,Jasper County-TX
243,48,Jeff Davis County,Jeff Davis County-TX
245,48,Jefferson County,Jefferson County-TX
247,48,Jim Hogg County,Jim Hogg County-TX
249,48,Jim Wells County,Jim Wells County-TX
251,48,Johnson County,Johnson County-TX
253,48,Jones County,Jones County-TX
255,48,Karnes County,Karnes County-TX
257,48,Kaufman County,Kaufman County-TX
259,48,Kendall County,Kendall County-TX
261,48,Kenedy County,Kenedy County-TX
263,48,Kent County,Kent County-TX
265,48,Kerr County,Kerr County-TX
267,48,Kimble County,Kimble County-TX
269,48,King County,King County-TX
271,48,Kinney County,Kinney County-TX
273,48,Kleberg County,Kleberg County-TX
275,48,Knox County,Knox County-TX
277,48,Lamar County,Lamar County-TX
279,48,Lamb County,Lamb County-TX
281,48,Lampasas County,Lampasas County-TX
283,48,La Salle County,La Salle County-TX
285,48,Lavaca County,Lavaca County-TX
287,48,Lee County,Lee County-TX
289,48,Leon County,Leon County-TX
291,48,Liberty County,Liberty County-TX
293,48,Limestone County,Limestone County-TX
295,48,Lipscomb County,Lipscomb County-TX
297,48,Live Oak County,Live Oak County-TX
299,48,Llano County,Llano County-TX
301,48,Loving County,Loving County-TX
303,48,Lubbock County,Lubbock County-TX
305,48,Lynn County,Lynn County-TX
307,48,McCulloch County,McCulloch County-TX
309,48,McLennan County,McLennan County-TX
311,48,McMullen County,McMullen County-TX
313,48,Madison County,Madison County-TX
315,48,Marion County,Marion County-TX
317,48,Martin County,Martin County-TX
319,48,Mason County,Mason County-TX
321,48,Matagorda County,Matagorda County-TX
323,48,Maverick County,Maverick County-TX
325,48,Medina County,Medina County-TX
327,48,Menard County,Menard County-TX
329,48,Midland County,Midland County-TX
331,48,Milam County,Milam County-TX
333,48,Mills County,Mills County-TX
335,48,Mitchell County,Mitchell County-TX
337,48,Montague County,Montague County-TX
339,48,Montgomery County,Montgomery County-TX
341,48,Moore County,Moore County-TX
343,48,Morris County,Morris County-TX
345,48,Motley County,Motley County-TX
347,48,Nacogdoches County,Nacogdoches County-TX
349,48,Navarro County,Navarro County-TX
351,48,Newton County,Newton County-TX
353,48,Nolan County,Nolan County-TX
355,48,Nueces County,Nueces County-TX
357,48,Ochiltree County,Ochiltree County-TX
359,48,Oldham County,Oldham County-TX
361,48,Orange County,Orange County-TX
363,48,Palo Pinto County,Palo Pinto County-TX
365,48,Panola County,Panola County-TX
367,48,Parker County,Parker County-TX
369,48,Parmer County,Parmer County-TX
371,48,Pecos County,Pecos County-TX
373,48,Polk County,Polk County-TX
375,48,Potter County,Potter County-TX
377,48,Presidio County,Presidio County-TX
379,48,Rains County,Rains County-TX
381,48,Randall County,Randall County-TX
383,48,Reagan County,Reagan County-TX
385,48,Real County,Real County-TX
387,48,Red River County,Red River County-TX
389,48,Reeves County,Reeves County-TX
391,48,Refugio County,Refugio County-TX
393,48,Roberts County,Roberts County-TX
395,48,Robertson County,Robertson County-TX
397,48,Rockwall County,Rockwall County-TX
399,48,Runnels County,Runnels County-TX
401,48,Rusk County,Rusk County-TX
403,48,Sabine County,Sabine County-TX
405,48,San Augustine County,San Augustine County-TX
407,48,San Jacinto County,San Jacinto County-TX
409,48,San Patricio County,San Patricio County-TX
411,48,San Saba County,San Saba County-TX
413,48,Schleicher County,Schleicher County-TX
415,48,Scurry County,Scurry County-TX
417,48,Shackelford County,Shackelford County-TX
419,48,Shelby County,Shelby County-TX
421,48,Sherman County,Sherman County-TX
423,48,Smith County,Smith County-TX
425,48,Somervell County,Somervell County-TX
427,48,Starr County,Starr County-TX
429,48,Stephens County,Stephens County-TX
431,48,Sterling County,Sterling County-TX
433,48,Stonewall County,Stonewall County-TX
435,48,Sutton County,Sutton County-TX
437,48,Swisher County,Swisher County-TX
439,48,Tarrant County,Tarrant County-TX
441,48,Taylor County,Taylor County-TX
443,48,Terrell County,Terrell County-TX
445,48,Terry County,Terry County-TX
447,48,Throckmorton County,Throckmorton County-TX
449,48,Titus County,Titus County-TX
451,48,Tom Green County,Tom Green County-TX
453,48,Travis County,Travis County-TX
455,48,Trinity County,Trinity County-TX
457,48,Tyler County,Tyler County-TX
459,48,Upshur County,Upshur County-TX
461,48,Upton County,Upton County-TX
463,48,Uvalde County,Uvalde County-TX
465,48,Val Verde County,Val Verde County-TX
467,48,Van Zandt County,Van Zandt County-TX
469,48,Victoria County,Victoria County-TX
471,48,Walker County,Walker County-TX
473,48,Waller County,Waller County-TX
475,48,Ward County,Ward County-TX
477,48,Washington County,Washington County-TX
479,48,Webb County,Webb County-TX
481,48,Wharton County,Wharton County-TX
483,48,Wheeler County,Wheeler County-TX
485,48,Wichita County,Wichita County-TX
487,48,Wilbarger County,Wilbarger County-TX
489,48,Willacy County,Willacy County-TX
491,48,Williamson County,Williamson County-TX
493,48,Wilson County,Wilson County-TX
495,48,Winkler County,Winkler County-TX
497,48,Wise County,Wise County-TX
499,48,Wood County,Wood County-TX
501,48,Yoakum County,Yoakum County-TX
503,48,Young County,Young County-TX
505,48,Zapata County,Zapata County-TX
507,48,Zavala County,Zavala County-TX
000,49,Utah,Utah-UT
001,49,Beaver County,Beaver County-UT
003,49,Box Elder County,Box Elder County-UT
005,49,Cache County,Cache County-UT
007,49,Carbon County,Carbon County-UT
009,49,Daggett County,Daggett County-UT
011,49,Davis County,Davis County-UT
013,49,Duchesne County,Duchesne County-UT
015,49,Emery County,Emery County-UT
017,49,Garfield County,Garfield County-UT
019,49,Grand County,Grand County-UT
021,49,Iron County,Iron County-UT
023,49,Juab County,Juab County-UT
025,49,Kane County,Kane County-UT
027,49,Millard County,Millard County-UT
029,49,Morgan County,Morgan County-UT
031,49,Piute County,Piute County-UT
033,49,Rich County,Rich County-UT
035,49,Salt Lake County,Salt Lake County-UT
037,49,San Juan County,San Juan County-UT
039,49,Sanpete County,Sanpete County-UT
041,49,Sevier County,Sevier County-UT
043,49,Summit County,Summit County-UT
045,49,Tooele County,Tooele County-UT
047,49,Uintah County,Uintah County-UT
049,49,Utah County,Utah County-UT
051,49,Wasatch County,Wasatch County-UT
053,49,Washington County,Washington County-UT
055,49,Wayne County,Wayne County-UT
057,49,Weber County,Weber County-UT
000,50,Vermont,Vermont-VT
001,50,Addison County,Addison County-VT
003,50,Bennington County,Bennington County-VT
005,50,Caledonia County,Caledonia County-VT
007,50,Chittenden County,Chittenden County-VT
009,50,Essex County,Essex County-VT
011,50,Franklin County,Franklin County-VT
013,50,Grand Isle County,Grand Isle County-VT
015,50,Lamoille County,Lamoille County-VT
017,50,Orange County,Orange County-VT
019,50,Orleans County,Orleans County-VT
021,50,Rutland County,Rutland County-VT
023,50,Washington County,Washington County-VT
025,50,Windham County,Windham County-VT
027,50,Windsor County,Windsor County-VT
000,51,Virginia,Virginia-VA
001,51,Accomack County,Accomack County-VA
003,51,Albemarle County,Albemarle County-VA
005,51,Alleghany County,Alleghany County-VA
007,51,Amelia County,Amelia County-VA
009,51,Amherst County,Amherst County-VA
011,51,Appomattox County,Appomattox County-VA
013,51,Arlington County,Arlington County-VA
015,51,Augusta County,Augusta County-VA
017,51,Bath County,Bath County-VA
019,51,Bedford County,Bedford County-VA
